hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,via_ingreso,consultante_provincia,consultante_como_conocio_la_linea,consultante_edad_aparente,ingreso_anio,ingreso_mes,ingreso_dia
,6535050515,1,0,0,32,192,15,529,26,24,38,30.0,2021,2,10
,4555050515,1,228,0,34,501,0,47,26,24,38,0.0,2021,2,11
,5555050515,1,137,0,34,708,11,231,26,24,38,40.0,2021,2,11
,8465050515,1,176,0,34,294,24,529,26,24,38,40.0,2021,2,11
,9465050515,1,0,0,34,708,12,282,26,1,38,35.0,2021,2,11
,565050515,1,0,0,34,506,7,105,26,7,38,55.0,2021,2,11
,5565050515,1,0,0,39,503,24,529,26,24,38,,2021,2,12
,6565050515,1,0,1,30,585,24,529,26,24,38,,2021,2,12
,9475050515,1,0,0,32,192,15,529,26,24,38,40.0,2021,2,12
,8484150515,1,0,0,28,733,20,372,26,20,38,30.0,2021,2,12
,5505150515,1,0,0,34,295,0,106,26,0,38,35.0,2021,2,13
,7505150515,1,0,0,39,314,24,529,26,24,38,,2021,2,14
,6535150515,1,0,0,34,708,24,529,26,24,38,46.0,2021,2,15
,7535150515,1,0,1,34,200,24,529,26,24,38,40.0,2021,2,15
,8445150515,1,0,1,32,685,23,406,26,24,38,70.0,2021,2,15
,4545150515,1,0,1,34,200,24,529,26,24,38,30.0,2021,2,15
,1565150515,1,0,0,30,585,0,226,26,24,38,40.0,2021,2,16
,2575150515,1,0,0,34,290,12,282,26,24,38,45.0,2021,2,16
,9484250515,1,0,0,34,506,0,47,26,24,38,50.0,2021,2,17
,1584250515,1,0,1,34,294,24,529,26,24,38,60.0,2021,2,17
,2584250515,1,0,1,38,246,24,529,26,24,38,60.0,2021,2,17
,3584250515,1,148,0,34,294,0,311,26,24,38,45.0,2021,2,17
,5584250515,1,0,1,35,317,24,529,26,24,38,35.0,2021,2,17
,6594250515,1,0,1,34,290,6,517,26,24,38,,2021,2,17
,7594250515,1,171,0,34,71,0,47,26,24,38,35.0,2021,2,17
,3505250515,1,0,1,35,599,12,282,26,24,38,40.0,2021,2,17
,4525250515,1,0,1,34,162,24,529,26,24,38,75.0,2021,2,18
,1535250515,1,0,1,34,294,24,529,26,24,38,60.0,2021,2,19
,2535250515,1,0,1,34,290,24,529,26,24,38,70.0,2021,2,19
,2545250515,1,0,1,34,290,0,47,26,24,38,,2021,2,19
,565250515,1,0,0,34,531,24,529,26,24,38,30.0,2021,2,20
,1565250515,1,0,1,28,733,24,529,26,24,38,30.0,2021,2,20
,8475250515,1,0,1,39,173,24,529,26,24,38,45.0,2021,2,20
,9475250515,1,0,1,39,200,24,529,26,24,38,60.0,2021,2,20
,7575250515,1,0,1,34,367,0,540,26,24,38,30.0,2021,2,21
,4505350515,1,0,1,39,175,24,529,26,24,38,35.0,2021,2,22
,5505350515,1,0,1,28,264,24,529,26,24,38,55.0,2021,2,22
,8415350515,1,0,1,2,399,24,529,26,24,38,60.0,2021,2,22
,515350515,1,0,1,34,200,24,529,26,24,38,55.0,2021,2,22
,8425350515,1,0,1,34,200,24,529,26,24,38,30.0,2021,2,22
,525350515,1,0,1,16,370,24,529,26,24,38,40.0,2021,2,22
,9435350515,1,0,0,39,170,0,294,26,0,38,40.0,2021,2,22
,545350515,1,0,0,34,481,24,529,26,24,38,40.0,2021,2,23
,1545350515,1,2,0,34,481,24,529,26,24,38,,2021,2,23
,7545350515,1,0,1,30,585,24,529,26,24,38,70.0,2021,2,23
,4555350515,1,0,1,30,585,24,529,26,24,38,70.0,2021,2,24
,565350515,1,0,1,34,481,0,46,26,24,38,50.0,2021,2,24
,1565350515,1,0,0,34,424,24,529,26,12,38,34.0,2021,2,24
,3565350515,1,0,1,34,294,24,529,26,24,38,50.0,2021,2,24
,5565350515,1,0,1,34,424,24,529,26,24,38,65.0,2021,2,24
,6565350515,1,0,0,34,290,24,529,26,15,38,50.0,2021,2,24
,4584450515,1,0,0,34,294,24,529,26,24,38,45.0,2021,2,25
,1594450515,1,0,1,39,172,0,247,26,24,38,40.0,2021,2,25
,2594450515,1,0,0,35,598,10,14,26,24,38,56.0,2021,2,25
,3505450515,1,0,0,34,585,20,529,26,20,13,55.0,2021,2,26
,5505450515,1,0,0,28,33,24,529,26,24,38,,2021,2,26
,9415450515,1,0,0,34,506,24,529,26,24,38,,2021,2,26
,1515450515,1,0,0,34,481,6,401,26,24,38,23.0,2021,2,26
,6515450515,1,0,0,34,481,0,280,26,24,38,30.0,2021,2,26
,7515450515,1,210,0,34,294,0,47,26,24,38,30.0,2021,2,26
,2525450515,1,0,0,34,443,24,529,26,24,38,30.0,2021,2,26
,4525450515,1,0,1,34,294,24,529,26,24,38,40.0,2021,2,26
,6525450515,1,0,0,39,174,0,274,26,24,38,30.0,2021,2,27
,4535450515,1,0,1,34,506,24,529,26,24,38,25.0,2021,2,27
,5535450515,1,0,1,35,317,24,529,26,24,38,40.0,2021,2,27
,6535450515,1,0,1,34,200,24,529,26,24,38,45.0,2021,2,27
,9445450515,1,0,1,28,733,6,119,26,24,38,45.0,2021,2,27
,545450515,1,0,1,34,200,24,529,26,24,38,60.0,2021,2,27
,2545450515,1,0,1,28,213,24,529,26,24,38,30.0,2021,2,27
,6545450515,1,0,1,28,312,24,529,26,24,38,40.0,2021,2,27
,2555450515,1,0,1,34,290,24,529,26,24,38,40.0,2021,2,27
,3555450515,1,0,1,28,554,0,41,26,24,38,16.0,2021,2,27
,8484550515,1,0,1,39,175,24,529,26,24,38,,2021,3,1
,4584550515,1,200,0,32,192,0,407,26,24,38,35.0,2021,3,1
,5584550515,1,0,1,34,294,24,529,26,24,38,40.0,2021,3,1
,6594550515,1,0,1,11,576,0,47,26,24,38,75.0,2021,3,1
,4505550515,1,0,1,34,320,0,442,26,24,38,45.0,2021,3,1
,9415550515,1,0,0,34,585,24,529,26,24,38,,2021,3,2
,7515550515,1,0,0,34,294,0,405,26,24,38,,2021,3,2
,1535550515,1,0,0,34,122,24,529,26,24,38,0.0,2021,3,3
,7535550515,1,0,0,34,294,24,529,26,24,38,,2021,3,3
,9445550515,1,0,0,34,585,24,529,26,24,38,25.0,2021,3,4
,555550515,1,0,1,35,556,24,529,26,24,38,,2021,3,4
,4555550515,1,0,0,39,323,24,529,26,24,38,,2021,3,5
,7575550515,1,0,1,34,516,24,529,26,24,38,,2021,3,5
,8484650515,1,0,1,34,294,24,529,26,24,38,,2021,3,5
,9484650515,1,0,1,34,291,6,57,26,24,38,50.0,2021,3,5
,7584650515,1,0,0,39,175,3,344,26,24,38,24.0,2021,3,5
,8494650515,1,0,0,39,175,2,360,26,24,38,,2021,3,6
,4594650515,1,0,1,35,556,0,228,26,24,38,60.0,2021,3,6
,7594650515,1,0,1,39,418,0,274,26,24,38,30.0,2021,3,6
,8405650515,1,0,0,34,200,2,360,26,2,38,40.0,2021,3,6
,8415650515,1,0,1,39,223,24,529,26,24,38,,2021,3,7
,9415650515,1,0,0,35,317,0,228,26,24,38,,2021,3,7
,6535650515,1,0,1,30,692,24,529,26,24,38,40.0,2021,3,8
,4545650515,1,0,1,34,200,24,529,26,2,38,45.0,2021,3,8
,8455650515,1,0,1,35,269,24,529,26,24,38,,2021,3,8
,5555650515,1,0,0,34,290,24,529,26,24,38,40.0,2021,3,8
,7555650515,1,0,1,34,481,24,529,26,24,38,50.0,2021,3,8
,6565650515,1,0,0,34,294,24,529,26,24,38,,2021,3,9
,8475650515,1,175,0,34,452,24,529,26,24,38,,2021,3,9
,2575650515,1,0,0,35,317,24,529,26,24,38,,2021,3,9
,584750515,1,0,1,11,696,24,529,26,24,38,,2021,3,9
,2584750515,1,0,1,35,556,24,529,26,24,38,30.0,2021,3,9
,3584750515,1,0,1,34,294,0,529,26,24,38,36.0,2021,3,9
,4584750515,1,0,1,35,556,24,529,26,6,38,45.0,2021,3,9
,7584750515,1,0,0,34,506,0,529,26,24,38,50.0,2021,3,9
,4594750515,1,188,0,34,294,24,529,26,24,38,,2021,3,10
,2505750515,1,0,1,16,236,24,529,26,24,38,,2021,3,10
,6515750515,1,0,0,34,294,24,529,26,24,38,0.0,2021,3,11
,525750515,1,0,0,39,175,24,529,26,24,38,0.0,2021,3,11
,3525750515,1,0,0,34,506,0,270,26,24,38,0.0,2021,3,11
,8435750515,1,0,0,35,317,24,529,26,24,38,,2021,3,11
,4535750515,1,0,1,39,589,24,529,26,24,38,35.0,2021,3,12
,7535750515,1,0,1,34,290,24,529,26,24,38,50.0,2021,3,12
,8445750515,1,0,1,39,169,24,529,26,24,38,40.0,2021,3,12
,3545750515,1,0,0,30,585,24,529,26,24,38,,2021,3,12
,8455750515,1,0,1,35,317,24,529,26,24,38,40.0,2021,3,12
,9455750515,1,0,1,34,200,24,529,26,24,38,60.0,2021,3,12
,2555750515,1,0,1,35,317,24,529,26,24,38,35.0,2021,3,12
,6565750515,1,0,0,34,290,0,490,26,0,38,30.0,2021,3,13
,9484841515,1,0,0,34,290,9,217,26,24,38,45.0,2021,3,13
,3505841515,1,0,1,30,692,24,529,26,24,38,0.0,2021,3,14
,3515841515,1,0,1,34,501,24,529,26,24,38,30.0,2021,3,15
,2525841515,1,0,0,11,432,24,529,26,24,38,,2021,3,15
,8435841515,1,191,0,34,280,24,529,26,24,38,30.0,2021,3,15
,545841515,1,0,1,34,290,24,529,26,0,38,40.0,2021,3,16
,3545841515,1,0,0,34,290,24,529,26,24,38,,2021,3,16
,5545841515,1,0,1,11,699,24,529,26,24,38,,2021,3,16
,4555841515,1,0,1,39,17,24,529,26,24,38,0.0,2021,3,16
,7565841515,1,0,0,30,585,24,529,26,0,38,0.0,2021,3,17
,575841515,1,0,1,11,693,24,529,26,24,38,,2021,3,17
,2575841515,1,0,0,34,290,24,529,26,24,38,,2021,3,17
,5575841515,1,0,1,16,615,24,529,26,24,38,,2021,3,17
,9484941515,1,0,1,34,31,24,529,26,24,38,,2021,3,17
,1584941515,1,0,0,34,708,24,529,26,24,38,45.0,2021,3,17
,4584941515,1,0,0,34,443,24,529,26,24,38,45.0,2021,3,17
,5584941515,1,0,0,34,506,20,419,26,24,38,50.0,2021,3,17
,6584941515,1,0,1,32,668,0,218,26,24,38,,2021,3,17
,8494941515,1,0,0,34,481,24,529,26,24,38,,2021,3,17
,3515941515,1,0,1,11,189,24,529,26,24,38,,2021,3,18
,4515941515,1,0,0,34,585,0,47,26,24,38,,2021,3,18
,9425941515,1,0,1,30,463,24,529,26,24,38,75.0,2021,3,18
,1525941515,1,0,0,35,317,24,529,26,24,38,37.0,2021,3,18
,9435941515,1,0,0,39,732,24,529,26,24,38,,2021,3,19
,545941515,1,181,0,34,294,24,529,26,24,38,35.0,2021,3,19
,3545941515,1,0,1,16,615,24,529,26,24,38,30.0,2021,3,19
,8455941515,1,0,0,34,290,0,47,26,24,38,,2021,3,19
,555941515,1,0,0,34,295,0,388,26,24,38,,2021,3,19
,1555941515,1,0,0,34,295,0,388,26,24,38,,2021,3,19
,2555941515,1,0,0,34,506,0,64,26,24,38,,2021,3,19
,9475941515,1,0,0,34,66,0,308,26,24,38,60.0,2021,3,20
,575941515,1,0,1,31,11,16,379,26,24,38,40.0,2021,3,20
,1584051515,1,0,1,34,481,20,387,26,24,38,40.0,2021,3,20
,6584051515,1,0,0,28,554,20,372,26,24,38,50.0,2021,3,20
,7584051515,1,0,0,34,481,0,45,26,24,38,30.0,2021,3,20
,8494051515,1,0,0,39,172,24,529,26,24,38,,2021,3,20
,9494051515,1,200,0,34,290,1,389,26,24,38,45.0,2021,3,20
,3594051515,1,150,0,34,481,0,274,26,24,38,45.0,2021,3,21
,5594051515,1,0,1,34,290,0,274,26,24,7,30.0,2021,3,21
,6505051515,1,0,1,34,200,24,529,26,24,38,70.0,2021,3,22
,8415051515,1,0,1,34,634,24,529,26,24,38,70.0,2021,3,22
,515051515,1,0,1,32,192,24,529,26,24,38,45.0,2021,3,22
,3515051515,1,0,0,34,634,0,47,26,24,38,50.0,2021,3,22
,9425051515,1,0,1,30,189,24,529,26,24,38,,2021,3,22
,2525051515,1,0,1,32,192,24,529,26,24,38,30.0,2021,3,22
,6525051515,1,0,0,34,506,24,529,26,24,38,50.0,2021,3,22
,6545051515,1,0,1,34,294,24,529,26,24,38,40.0,2021,3,23
,9455051515,1,0,1,30,189,24,529,26,24,38,86.0,2021,3,23
,4565051515,1,193,0,34,294,20,372,26,24,38,,2021,3,24
,7594151515,1,0,1,34,452,24,529,26,24,38,,2021,3,25
,505151515,1,0,0,30,585,24,529,26,24,38,,2021,3,25
,4505151515,1,0,1,30,585,0,316,26,24,38,70.0,2021,3,25
,5505151515,1,0,1,34,290,0,487,26,24,38,40.0,2021,3,25
,515151515,1,0,1,34,294,24,529,26,24,38,55.0,2021,3,25
,4515151515,1,0,1,34,290,23,406,26,24,38,,2021,3,25
,7525151515,1,0,0,34,353,6,375,26,24,38,50.0,2021,3,26
,2535151515,1,0,1,16,615,24,529,26,24,38,45.0,2021,3,26
,3535151515,1,0,0,30,585,24,529,26,24,38,60.0,2021,3,26
,6545151515,1,0,0,34,294,18,492,26,18,38,40.0,2021,3,26
,7545151515,1,0,0,34,506,16,379,26,24,38,50.0,2021,3,27
,4555151515,1,0,1,34,634,24,529,26,24,38,45.0,2021,3,27
,6555151515,1,0,1,34,294,24,529,26,24,38,30.0,2021,3,27
,7555151515,1,0,1,34,481,24,529,26,24,38,50.0,2021,3,27
,3565151515,1,0,1,34,481,24,529,26,24,38,35.0,2021,3,27
,2575151515,1,0,1,34,562,24,529,26,24,38,40.0,2021,3,27
,1505251515,1,0,1,34,113,24,529,26,24,38,0.0,2021,3,29
,4505251515,1,0,0,39,732,24,529,26,24,38,,2021,3,29
,3515251515,1,0,1,30,585,24,529,26,24,38,40.0,2021,3,29
,4515251515,1,0,1,30,189,24,529,26,24,38,80.0,2021,3,29
,9425251515,1,0,1,30,13,24,529,26,24,38,,2021,3,29
,1525251515,1,0,0,32,192,24,529,26,24,38,,2021,3,29
,9435251515,1,0,1,39,259,24,529,26,24,38,60.0,2021,3,29
,4535251515,1,0,0,34,200,24,529,26,24,38,56.0,2021,3,29
,3545251515,1,0,1,31,577,24,529,26,24,38,30.0,2021,3,29
,5545251515,1,0,1,34,294,5,324,26,24,38,40.0,2021,3,29
,555251515,1,0,0,34,452,24,529,26,24,38,,2021,3,30
,1555251515,1,0,0,34,585,24,529,26,24,38,,2021,3,30
,2555251515,1,0,1,28,733,24,529,26,24,38,,2021,3,30
,7555251515,1,0,0,34,294,24,529,26,24,38,40.0,2021,3,30
,565251515,1,0,0,35,598,0,47,26,24,38,,2021,3,30
,5575251515,1,0,1,34,290,24,529,26,24,38,,2021,3,31
,7584351515,1,220,1,34,481,0,203,26,24,38,0.0,2021,3,31
,8494351515,1,0,0,34,481,24,529,26,24,38,,2021,3,31
,6594351515,1,0,0,34,294,24,529,26,24,38,,2021,4,1
,7594351515,1,0,0,34,295,0,47,26,24,38,,2021,4,1
,8405351515,1,0,0,34,290,16,435,26,24,38,,2021,4,1
,5505351515,1,0,0,34,558,0,47,26,0,38,45.0,2021,4,1
,9415351515,1,0,0,34,294,23,406,26,24,38,55.0,2021,4,1
,4515351515,1,2,0,34,481,24,529,26,24,38,40.0,2021,4,2
,1525351515,1,0,1,28,733,16,172,26,24,38,65.0,2021,4,2
,4525351515,1,0,0,34,290,24,529,26,24,38,,2021,4,2
,9435351515,1,0,0,34,671,24,529,26,24,38,35.0,2021,4,2
,5535351515,1,0,1,38,261,2,529,26,24,38,30.0,2021,4,2
,7535351515,1,0,0,38,204,18,399,26,18,38,25.0,2021,4,3
,9445351515,1,0,0,39,175,0,529,26,24,38,25.0,2021,4,3
,2545351515,1,0,0,30,585,24,529,26,24,38,50.0,2021,4,3
,3545351515,1,0,1,34,200,24,529,26,24,38,45.0,2021,4,3
,5555351515,1,0,1,34,200,24,529,26,24,38,45.0,2021,4,3
,7555351515,1,0,1,28,213,24,529,26,24,38,35.0,2021,4,3
,3565351515,1,0,1,35,317,24,529,26,24,38,,2021,4,4
,7565351515,1,0,0,30,587,24,529,26,24,38,,2021,4,4
,7575351515,1,0,0,34,113,0,156,26,24,38,0.0,2021,4,5
,8494451515,1,0,0,34,506,24,529,26,24,38,70.0,2021,4,6
,1594451515,1,179,0,34,295,24,529,26,24,38,,2021,4,6
,6594451515,1,0,1,30,258,0,47,26,24,38,70.0,2021,4,6
,9405451515,1,0,1,34,294,24,529,26,24,38,45.0,2021,4,6
,8425451515,1,0,1,34,291,23,446,26,24,38,50.0,2021,4,7
,3535451515,1,0,0,34,481,0,352,26,24,38,,2021,4,7
,1545451515,1,0,1,34,424,17,532,26,24,38,,2021,4,7
,3545451515,1,0,0,35,317,24,529,26,24,38,,2021,4,7
,6545451515,1,0,0,34,481,2,360,26,24,38,,2021,4,8
,7545451515,1,0,1,34,452,24,529,26,24,38,,2021,4,8
,1555451515,1,0,1,34,302,24,529,26,24,38,,2021,4,8
,2555451515,1,0,1,30,189,24,529,26,24,38,,2021,4,8
,9465451515,1,0,0,34,481,0,352,26,24,38,,2021,4,8
,565451515,1,0,0,34,506,24,529,26,24,38,30.0,2021,4,8
,3565451515,1,0,1,34,290,24,529,26,24,38,60.0,2021,4,8
,4565451515,1,0,0,34,481,24,529,26,24,38,50.0,2021,4,8
,5565451515,1,0,1,39,109,24,529,26,24,38,60.0,2021,4,8
,4575451515,1,0,1,34,295,5,293,26,24,38,50.0,2021,4,9
,7575451515,1,0,1,39,112,23,406,26,24,38,50.0,2021,4,9
,8484551515,1,0,1,34,290,24,529,26,24,38,,2021,4,9
,6584551515,1,0,1,30,13,0,438,26,24,38,,2021,4,9
,8494551515,1,0,0,34,506,0,185,26,24,38,45.0,2021,4,9
,4594551515,1,0,0,34,294,0,486,26,24,38,,2021,4,9
,5594551515,1,0,1,28,733,0,47,26,24,38,32.0,2021,4,9
,4505551515,1,0,1,30,585,20,372,26,24,38,60.0,2021,4,9
,515551515,1,0,1,32,16,0,348,26,24,38,60.0,2021,4,9
,5515551515,1,0,1,35,317,6,26,26,0,38,40.0,2021,4,10
,8425551515,1,0,1,30,189,24,529,26,24,38,65.0,2021,4,10
,525551515,1,0,1,30,585,24,529,26,24,38,65.0,2021,4,10
,7525551515,1,0,0,34,201,24,529,26,24,38,55.0,2021,4,10
,545551515,1,0,0,34,585,0,359,26,24,38,,2021,4,11
,4545551515,1,0,0,34,585,12,196,26,24,38,80.0,2021,4,11
,5555551515,1,0,0,30,585,24,529,26,24,38,,2021,4,12
,4565551515,1,0,1,34,506,24,529,26,24,38,50.0,2021,4,12
,4575551515,1,0,1,34,290,24,529,26,24,38,25.0,2021,4,12
,4594651515,1,0,1,34,452,24,529,26,24,38,,2021,4,13
,5594651515,1,193,0,34,294,24,529,26,24,38,35.0,2021,4,13
,9405651515,1,0,1,34,294,0,20,26,24,38,70.0,2021,4,13
,1515651515,1,0,0,39,175,0,438,26,24,38,30.0,2021,4,13
,2515651515,1,193,0,34,290,24,529,26,24,38,,2021,4,13
,4535651515,1,0,1,32,192,7,321,26,24,38,30.0,2021,4,14
,5535651515,1,153,0,34,294,15,529,26,24,38,0.0,2021,4,14
,7555651515,1,0,0,30,585,24,529,26,24,38,60.0,2021,4,15
,9465651515,1,0,1,35,598,24,529,26,24,38,50.0,2021,4,15
,565651515,1,0,1,34,294,0,47,26,4,38,35.0,2021,4,15
,4565651515,1,0,1,35,599,0,251,26,24,38,60.0,2021,4,15
,8475651515,1,0,0,39,731,24,529,26,24,38,,2021,4,16
,1575651515,1,0,1,30,424,24,529,26,24,38,40.0,2021,4,16
,2584751515,1,0,0,28,733,0,50,26,24,38,29.0,2021,4,16
,2594751515,2,0,1,34,424,24,529,24,24,38,,2021,4,16
,6515751515,1,0,0,34,481,24,529,26,24,38,40.0,2021,4,17
,2535751515,1,193,0,34,481,24,529,26,24,38,35.0,2021,4,17
,6535751515,1,0,0,34,675,0,316,26,24,38,,2021,4,17
,9445751515,1,195,0,34,675,0,316,10,24,38,,2021,4,18
,4545751515,1,0,1,0,8,7,193,26,24,38,62.0,2021,4,18
,1555751515,1,0,0,34,481,0,47,26,24,38,36.0,2021,4,18
,4555751515,1,0,0,30,585,0,211,26,24,38,0.0,2021,4,19
,5555751515,1,0,1,34,320,24,529,26,24,38,,2021,4,19
,6555751515,1,0,0,30,585,24,529,26,24,38,,2021,4,19
,1575751515,1,0,1,34,338,12,282,26,24,38,30.0,2021,4,19
,584842515,1,0,1,34,338,24,529,26,24,38,30.0,2021,4,19
,8494842515,1,0,0,35,317,20,353,26,24,38,44.0,2021,4,19
,594842515,1,0,0,35,598,24,529,26,24,38,40.0,2021,4,20
,7594842515,1,0,1,35,317,0,47,26,24,38,75.0,2021,4,20
,8405842515,1,0,1,34,481,24,529,26,24,38,32.0,2021,4,20
,9405842515,1,0,0,30,585,0,47,26,0,38,50.0,2021,4,20
,505842515,1,0,1,34,452,24,529,26,24,38,,2021,4,20
,8415842515,1,0,1,32,192,24,529,26,24,38,50.0,2021,4,20
,515842515,1,0,1,30,700,24,529,26,24,38,,2021,4,20
,4515842515,1,0,0,35,317,16,379,26,24,38,40.0,2021,4,20
,7515842515,1,0,0,39,462,24,529,26,24,38,40.0,2021,4,20
,9425842515,1,0,0,34,294,24,529,26,24,38,,2021,4,20
,525842515,1,0,0,34,294,24,529,26,24,38,,2021,4,20
,2535842515,1,0,0,7,413,0,505,26,24,38,,2021,4,21
,2555842515,1,0,0,34,564,5,89,26,24,38,0.0,2021,4,22
,7555842515,1,0,0,34,424,0,348,26,24,38,0.0,2021,4,22
,8465842515,1,0,0,31,549,20,419,26,24,38,,2021,4,22
,9475842515,1,0,0,0,8,6,119,26,24,38,40.0,2021,4,22
,575842515,1,0,1,32,256,24,529,26,24,38,0.0,2021,4,22
,1575842515,1,0,0,30,585,24,529,26,0,38,50.0,2021,4,22
,2575842515,1,0,1,35,317,24,529,26,24,38,45.0,2021,4,22
,5575842515,1,0,0,35,556,24,529,26,24,38,70.0,2021,4,22
,6575842515,1,0,1,34,290,12,282,26,24,38,50.0,2021,4,22
,3584942515,1,0,0,34,290,12,282,26,24,38,55.0,2021,4,23
,4584942515,1,185,0,34,290,24,529,26,24,38,30.0,2021,4,23
,5584942515,1,0,1,34,452,24,529,26,24,38,,2021,4,23
,6584942515,1,0,1,30,585,20,372,26,24,38,60.0,2021,4,23
,7584942515,1,0,0,34,501,12,282,26,24,38,0.0,2021,4,23
,9494942515,1,0,0,34,443,0,330,26,24,38,,2021,4,23
,7594942515,1,0,0,0,8,6,119,26,24,38,0.0,2021,4,23
,2505942515,1,0,0,30,585,6,119,26,6,38,60.0,2021,4,24
,3505942515,1,0,1,34,294,12,282,26,24,38,50.0,2021,4,24
,4505942515,1,0,0,30,585,24,529,26,24,38,55.0,2021,4,24
,5515942515,1,0,1,34,290,24,529,26,24,38,80.0,2021,4,24
,7515942515,1,0,0,39,175,4,86,26,24,38,50.0,2021,4,24
,8425942515,1,0,1,34,294,0,274,26,24,38,,2021,4,24
,9425942515,1,190,0,34,294,12,282,26,24,38,,2021,4,25
,8435942515,1,0,0,30,585,24,529,26,24,38,40.0,2021,4,25
,3535942515,1,0,0,39,744,24,529,26,24,38,,2021,4,26
,2545942515,1,0,1,39,174,24,529,26,24,38,70.0,2021,4,26
,8465942515,1,0,1,34,200,24,529,26,24,38,40.0,2021,4,26
,2565942515,1,0,1,32,192,24,529,26,24,38,60.0,2021,4,26
,9475942515,1,0,1,39,396,24,529,26,24,38,40.0,2021,4,26
,4584052515,1,158,0,34,294,0,215,26,24,38,0.0,2021,4,27
,9494052515,1,0,1,35,317,20,419,26,24,38,60.0,2021,4,27
,3594052515,1,0,1,38,488,0,47,26,24,38,30.0,2021,4,27
,2505052515,1,0,1,34,290,12,504,26,24,38,30.0,2021,4,27
,5505052515,1,0,0,34,722,16,529,26,24,38,30.0,2021,4,28
,1515052515,1,0,0,34,294,0,47,26,24,38,0.0,2021,4,28
,5515052515,1,0,0,39,175,24,529,26,24,38,,2021,4,28
,2525052515,1,0,0,34,294,24,529,26,24,1,60.0,2021,4,28
,535052515,1,0,0,34,393,24,529,26,24,38,,2021,4,29
,2535052515,1,0,1,35,317,24,529,26,24,38,,2021,4,29
,4545052515,1,0,1,34,452,24,529,26,24,38,,2021,4,29
,8455052515,1,0,0,34,294,7,529,26,24,38,45.0,2021,4,29
,555052515,1,0,0,34,290,17,396,26,24,38,,2021,4,29
,1555052515,1,0,1,35,598,0,47,26,24,38,30.0,2021,4,29
,3555052515,1,0,1,34,8,23,406,26,24,38,0.0,2021,4,29
,6555052515,1,0,1,30,585,24,529,26,24,38,40.0,2021,4,30
,7565052515,1,0,0,15,644,16,379,26,24,38,,2021,4,30
,4584152515,1,0,1,28,311,24,529,26,24,38,45.0,2021,5,1
,3505152515,1,0,1,35,598,20,419,26,24,38,0.0,2021,5,1
,4505152515,0,0,1,28,311,0,214,26,24,38,30.0,2021,5,2
,525152515,1,0,0,30,585,24,529,26,24,38,,2021,5,3
,9435152515,1,0,1,34,424,24,529,26,24,38,,2021,5,3
,535152515,1,0,0,39,173,24,529,26,0,38,35.0,2021,5,3
,6535152515,1,0,1,30,715,24,529,26,24,38,60.0,2021,5,3
,8445152515,1,0,1,34,200,24,529,26,24,38,40.0,2021,5,3
,545152515,1,0,1,30,472,24,529,26,24,38,30.0,2021,5,3
,2545152515,1,0,0,34,183,24,529,26,24,38,,2021,5,3
,3545152515,1,0,1,39,41,24,529,26,24,38,40.0,2021,5,3
,8455152515,1,0,1,30,585,24,529,26,24,38,45.0,2021,5,3
,9455152515,1,0,0,31,52,24,529,26,24,38,,2021,5,3
,3565152515,1,0,0,34,481,24,529,26,24,38,30.0,2021,5,3
,4565152515,1,0,0,34,506,0,16,26,24,38,50.0,2021,5,4
,5575152515,1,0,0,34,129,24,529,26,24,38,40.0,2021,5,4
,8484252515,1,0,0,34,290,12,282,26,24,38,60.0,2021,5,4
,1584252515,1,209,0,34,290,4,86,26,24,38,,2021,5,4
,4584252515,1,0,0,34,294,24,529,26,24,38,,2021,5,4
,8494252515,1,0,1,30,534,24,529,26,24,38,50.0,2021,5,5
,1594252515,1,140,1,34,126,7,321,26,24,38,40.0,2021,5,5
,2594252515,1,0,0,34,452,24,529,26,24,38,,2021,5,5
,9405252515,1,0,0,7,413,0,13,26,24,38,,2021,5,5
,505252515,1,0,0,34,585,7,321,26,24,38,,2021,5,5
,4505252515,1,0,0,35,269,24,529,26,24,38,,2021,5,5
,4515252515,1,0,0,30,585,24,529,26,24,38,,2021,5,6
,7515252515,1,0,1,35,317,24,529,26,24,38,,2021,5,6
,8425252515,1,0,0,39,462,24,529,26,24,38,,2021,5,6
,9425252515,1,0,0,35,317,9,88,26,24,38,0.0,2021,5,6
,8435252515,1,0,0,35,556,0,148,26,24,38,60.0,2021,5,6
,6545252515,1,0,1,34,501,24,529,26,24,38,,2021,5,7
,2555252515,1,0,0,34,424,0,228,26,24,38,,2021,5,7
,1584352515,1,0,0,39,170,24,529,26,13,38,45.0,2021,5,8
,1594352515,1,0,1,39,146,19,529,26,24,38,,2021,5,8
,7505352515,1,0,0,34,481,4,86,28,24,38,45.0,2021,5,9
,3515352515,1,0,1,28,195,24,529,26,24,38,45.0,2021,5,10
,7525352515,1,0,0,34,200,24,529,26,24,38,45.0,2021,5,10
,535352515,1,0,0,34,200,24,529,26,24,38,45.0,2021,5,10
,1535352515,1,0,0,34,200,24,529,26,24,38,45.0,2021,5,10
,4555352515,1,0,1,35,556,24,529,26,24,38,60.0,2021,5,11
,8465352515,1,136,0,34,295,0,228,26,24,38,,2021,5,11
,7575352515,1,0,0,30,692,24,529,26,24,38,0.0,2021,5,12
,1594452515,1,197,0,34,294,6,119,26,24,38,,2021,5,13
