hora_ingreso,es_anonima,situacion,origen,provincia,derivacion_institucion,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,fecha_ingreso
1.0,0.0,1.0,0.0,1.0,0.10256410256410256,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.0023961661341853034,0.5,0.9130434782608695,1.0,1.0,0.002379064234734338
1.0,0.0,1.0,0.0,0.0,0.923076923076923,0.0,0.0,0.7311827956989247,0.7941176470588235,0.15384615384615385,0.2854466899479466,1.0,1.0,0.9130434782608695,1.0,1.0,0.0031720856463124504
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,1.0,0.0,0.9175627240143369,0.7941176470588235,0.0,0.2854466899479466,0.003194888178913738,0.5,0.9130434782608695,1.0,1.0,0.0031720856463124504
1.0,0.0,1.0,0.0,0.7826086956521738,0.8205128205128205,0.0,0.75,0.7670250896057348,0.7941176470588235,0.0,0.2854466899479466,0.003993610223642172,0.5,0.9130434782608695,1.0,1.0,0.003965107057890563
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.7311827956989247,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.003993610223642172,0.5,0.9130434782608695,1.0,1.0,0.003965107057890563
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.003993610223642172,0.5,0.9130434782608695,1.0,1.0,0.003965107057890563
1.0,1.0,0.0,0.0,0.8695652173913043,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.003993610223642172,0.5,0.9130434782608695,1.0,1.0,0.003965107057890563
1.0,1.0,1.0,0.0,0.17391304347826086,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.004792332268370607,0.5,0.9130434782608695,1.0,1.0,0.004758128469468676
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.26881720430107525,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.004792332268370607,0.5,0.9130434782608695,1.0,1.0,0.004758128469468676
1.0,0.0,1.0,0.0,0.17391304347826086,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.004792332268370607,0.5,0.9130434782608695,1.0,1.0,0.004758128469468676
1.0,1.0,1.0,0.0,0.2608695652173913,0.8205128205128205,1.0,0.25,0.910394265232975,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.004792332268370607,0.5,0.9130434782608695,1.0,1.0,0.004758128469468676
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,1.0,0.0,0.0,0.6956521739130435,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,1.0,1.0,0.0,0.0,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.5483870967741935,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,1.0,0.0,0.0,0.0,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,0.0,1.0,0.003257328990228013,0.6521739130434783,0.8205128205128205,1.0,0.625,0.7347670250896058,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,0.0,1.0,0.003257328990228013,0.21739130434782608,0.8205128205128205,0.0,0.0,0.6344086021505376,0.7941176470588235,0.0,0.2854466899479466,0.005591054313099041,0.5,0.9130434782608695,1.0,1.0,0.0055511498810467885
1.0,1.0,1.0,0.0,0.6956521739130435,0.8205128205128205,1.0,0.6666666666666666,0.7240143369175627,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,0.0,0.0,0.5217391304347826,0.41025641025641024,0.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,0.0,0.003257328990228013,0.5217391304347826,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,1.0,0.0,0.5217391304347826,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,1.0,1.0,0.0,0.17391304347826086,0.9743589743589743,1.0,0.0,0.0967741935483871,0.7941176470588235,0.0,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.0967741935483871,0.7941176470588235,0.0,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,1.0,0.0,0.6956521739130435,0.8205128205128205,0.0,0.6666666666666666,0.7240143369175627,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.12939297124600638,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,1.0,0.0,0.5217391304347826,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,0.0,1.0,0.0,0.8695652173913043,0.8205128205128205,1.0,0.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.006389776357827476,0.5,0.9130434782608695,1.0,1.0,0.006344171292624901
1.0,1.0,1.0,0.0,0.8695652173913043,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.00718849840255591,0.5,0.9130434782608695,1.0,1.0,0.007137192704203013
1.0,0.0,1.0,0.0,0.0,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.00718849840255591,0.5,0.9130434782608695,1.0,1.0,0.007137192704203013
1.0,1.0,1.0,0.0,0.0,0.923076923076923,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,1.0,1.0,0.9130434782608695,1.0,1.0,0.007137192704203013
1.0,0.0,0.0,0.0,0.30434782608695654,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.00718849840255591,0.5,0.9130434782608695,1.0,1.0,0.007137192704203013
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.12939297124600638,0.5,0.9130434782608695,1.0,1.0,0.007137192704203013
1.0,1.0,1.0,0.0,1.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.7777777777777778,0.7941176470588235,0.0,0.2854466899479466,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.4874551971326165,0.45588235294117646,0.15384615384615385,0.25,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,0.0,1.0,0.0,0.21739130434782608,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,1.0,1.0,0.0,0.17391304347826086,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2717391304347826,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,0.0,1.0,0.003257328990228013,0.0,0.8205128205128205,0.0,0.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.7608695652173912,0.007987220447284345,0.5,0.9130434782608695,1.0,1.0,0.007930214115781126
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.017921146953405017,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.00878594249201278,0.5,0.9130434782608695,1.0,1.0,0.008723235527359239
1.0,0.0,1.0,0.0,0.21739130434782608,0.923076923076923,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,1.0,1.0,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.009584664536741214,0.5,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,1.0,0.0,0.9175627240143369,0.7941176470588235,0.0,0.2854466899479466,0.009584664536741214,0.5,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,1.0,1.0,0.0,0.0,0.923076923076923,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,1.0,1.0,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,0.0,1.0,0.0,0.8695652173913043,0.8205128205128205,1.0,0.875,0.8602150537634409,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.009584664536741214,0.5,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.32608695652173914,0.009584664536741214,0.5,0.9130434782608695,1.0,1.0,0.009516256938937352
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,1.0,0.0,0.0967741935483871,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.010383386581469648,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,0.0,1.0,0.0,0.17391304347826086,0.8205128205128205,1.0,0.0,0.9175627240143369,0.7941176470588235,0.0,0.4891304347826087,0.12859424920127796,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,0.0,1.0,0.0,0.6521739130434783,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.12859424920127796,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,0.0,1.0,0.0,0.6521739130434783,0.8205128205128205,1.0,0.625,0.7347670250896058,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.010383386581469648,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,1.0,1.0,0.0,0.6086956521739131,0.8205128205128205,1.0,0.5833333333333333,0.5698924731182796,0.7941176470588235,0.0,0.32608695652173914,0.010383386581469648,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,0.0,1.0,0.0,0.6521739130434783,0.8205128205128205,0.0,0.625,0.7347670250896058,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.010383386581469648,0.5,0.9130434782608695,1.0,1.0,0.010309278350515464
1.0,0.0,1.0,0.003257328990228013,0.21739130434782608,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,0.0,1.0,0.0,0.0,0.10256410256410256,1.0,0.0,0.7598566308243727,0.7941176470588235,0.0,0.2854466899479466,0.025559105431309903,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.35842293906810035,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,1.0,0.0,0.0,0.8695652173913043,0.41025641025641024,1.0,1.0,0.982078853046595,0.3529411764705882,0.15384615384615385,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,1.0,1.0,0.0,0.0,0.10256410256410256,1.0,1.0,0.982078853046595,0.3529411764705882,0.0,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,0.0,0.0,0.0,0.4782608695652174,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,1.0,1.0,0.0,0.08695652173913043,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.011182108626198083,0.5,0.9130434782608695,1.0,1.0,0.011102299762093577
1.0,1.0,1.0,0.0,0.17391304347826086,0.9743589743589743,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.011980830670926517,0.0,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,0.0,0.0,0.003257328990228013,0.0,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.012779552715654952,0.5,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.5147058823529411,0.15384615384615385,0.5217391304347826,0.011980830670926517,0.5,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,0.0,0.0,0.0,0.0,0.41025641025641024,1.0,0.16666666666666666,0.16845878136200718,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01437699680511182,0.5,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,1.0,1.0,0.0,0.4782608695652174,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.12939297124600638,0.5,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,0.0,1.0,0.0,0.0,0.9743589743589743,0.0,0.0,0.946236559139785,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.011980830670926517,0.5,0.9130434782608695,1.0,1.0,0.011895321173671689
1.0,0.0,1.0,0.0,0.13043478260869565,0.8205128205128205,1.0,0.125,0.18996415770609318,0.7941176470588235,0.0,0.2854466899479466,0.012779552715654952,0.5,0.9130434782608695,1.0,1.0,0.012688342585249802
1.0,1.0,1.0,0.0,1.0,0.8205128205128205,1.0,0.9583333333333333,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.012779552715654952,0.5,0.9130434782608695,1.0,1.0,0.012688342585249802
1.0,0.0,1.0,0.0,1.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.12939297124600638,0.5,0.9130434782608695,1.0,1.0,0.012688342585249802
1.0,1.0,0.0,0.0,0.17391304347826086,0.41025641025641024,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.013578274760383386,0.5,0.9130434782608695,1.0,1.0,0.013481363996827915
1.0,1.0,0.0,0.0,0.8695652173913043,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.013578274760383386,0.5,0.9130434782608695,1.0,1.0,0.013481363996827915
1.0,1.0,1.0,0.0,0.6956521739130435,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.013578274760383386,0.5,0.9130434782608695,1.0,1.0,0.013481363996827915
1.0,0.0,1.0,0.0,0.2608695652173913,0.8205128205128205,1.0,0.25,0.2222222222222222,0.7941176470588235,0.0,0.2854466899479466,0.013578274760383386,0.5,0.9130434782608695,1.0,1.0,0.013481363996827915
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.013578274760383386,0.5,0.9130434782608695,1.0,1.0,0.013481363996827915
1.0,1.0,1.0,0.0,1.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01437699680511182,0.5,0.9130434782608695,1.0,1.0,0.014274385408406027
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01437699680511182,0.5,0.9130434782608695,1.0,1.0,0.014274385408406027
1.0,1.0,0.0,0.0,0.17391304347826086,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01437699680511182,0.5,0.9130434782608695,1.0,1.0,0.014274385408406027
1.0,1.0,1.0,0.0,0.7826086956521738,0.8205128205128205,0.0,0.75,0.7670250896057348,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01437699680511182,0.5,0.9130434782608695,1.0,1.0,0.014274385408406027
1.0,0.0,1.0,0.003257328990228013,0.0,0.8205128205128205,1.0,0.0,0.7956989247311828,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.7692307692307693,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,0.0,1.0,0.003257328990228013,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,1.0,1.0,0.0,0.17391304347826086,0.9743589743589743,0.0,0.16666666666666666,0.16845878136200718,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,0.0,1.0,0.0,0.043478260869565216,0.8205128205128205,1.0,0.375,0.8100358422939068,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,0.0,0.0,0.0,0.0,0.8205128205128205,1.0,0.0,0.46953405017921146,0.7941176470588235,0.0,0.2854466899479466,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,1.0,1.0,0.0,0.8695652173913043,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.6521739130434783,0.015175718849840255,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,1.0,1.0,0.0,0.0,0.9743589743589743,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01506740681998414
1.0,1.0,0.0,0.0,0.0,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.5053763440860215,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.43478260869565216,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,1.0,1.0,0.0,0.6956521739130435,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,1.0,1.0,0.0,0.6086956521739131,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,0.0,0.0,0.0,0.2608695652173913,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.6153846153846154,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,0.0,0.0,0.0,0.2608695652173913,0.41025641025641024,1.0,1.0,0.982078853046595,0.7941176470588235,0.6153846153846154,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,1.0,0.982078853046595,0.7941176470588235,0.0,0.2854466899479466,0.01597444089456869,0.5,0.9130434782608695,1.0,1.0,0.01586042823156225
1.0,0.0,1.0,0.0,0.5217391304347826,0.8205128205128205,1.0,0.5,0.4731182795698925,0.7941176470588235,0.0,0.2854466899479466,0.016773162939297124,0.5,0.9130434782608695,1.0,1.0,0.016653449643140365
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.016773162939297124,0.5,0.9130434782608695,1.0,1.0,0.016653449643140365
1.0,0.0,0.0,0.003257328990228013,0.0,0.923076923076923,1.0,0.5416666666666666,0.6451612903225806,0.7941176470588235,0.15384615384615385,0.2854466899479466,1.0,1.0,0.9130434782608695,1.0,1.0,0.016653449643140365
1.0,0.0,1.0,0.0,1.0,0.8205128205128205,0.0,0.9583333333333333,0.7813620071684588,0.5,0.15384615384615385,0.2854466899479466,0.016773162939297124,0.5,0.9130434782608695,1.0,1.0,0.016653449643140365
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.9390681003584229,0.7941176470588235,0.15384615384615385,0.4782608695652174,0.016773162939297124,0.5,0.9130434782608695,1.0,1.0,0.016653449643140365
1.0,0.0,1.0,0.0,0.0,0.8205128205128205,0.0,0.0,0.06810035842293907,0.45588235294117646,0.15384615384615385,0.6521739130434783,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,0.0,1.0,0.0,0.2608695652173913,0.8205128205128205,0.0,0.0,0.5053763440860215,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,0.0,1.0,0.0,0.2608695652173913,0.8205128205128205,1.0,0.25,0.7132616487455197,0.7941176470588235,0.0,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,1.0,1.0,0.0,0.2608695652173913,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,1.0,1.0,0.0,0.0,0.8205128205128205,1.0,1.0,0.982078853046595,0.3529411764705882,0.15384615384615385,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,0.0,1.0,0.0,0.6956521739130435,0.8205128205128205,0.0,0.6666666666666666,0.7240143369175627,0.7941176470588235,0.0,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
1.0,0.0,1.0,0.0,0.043478260869565216,0.8205128205128205,0.0,0.041666666666666664,0.07168458781362007,0.7941176470588235,0.15384615384615385,0.2854466899479466,0.01757188498402556,0.5,0.9130434782608695,1.0,1.0,0.017446471054718478
